DESCRIPTION,SHOWROOM COLOR,ALGO HEXA1,ALGO CONFUSED1,ALGO PRECISE1,ALGO HEXA2,ALGO CONFUSED2,ALGO PRECISE2,ALGO HEXA3,ALGO CONFUSED3,ALGO PRECISE3,ALGO HEXA4,ALGO CONFUSED4,ALGO PRECISE4,ALGO HEXA5,ALGO CONFUSED5,ALGO PRECISE5
Jupe motifs fleuris   Noir, noir,#ebc1aa,Silver,LightPink,#e9c3ac,Silver,LightPink,#bbacab,Silver,DarkGrey,#d4bfc0,Silver,Silver,,,
Jupe en jean   Bleu, bleu  ,#e9c0a9,Silver,LightPink,#e9c4ae,Silver,LightPink,#6a80ab,Gray,Grey,#576887,Gray,DimGrey,,,
Jupe en jean   Bleu, bleu  ,#e9c0a9,Silver,LightPink,#e9c4ae,Silver,LightPink,#6a80ab,Gray,Grey,#576887,Gray,DimGrey,,,
Jupe en jean   Bleu, bleu  ,#e9c0a9,Silver,LightPink,#e9c4ae,Silver,LightPink,#6a80ab,Gray,Grey,#576887,Gray,DimGrey,,,
Jupe en jean   Bleu, bleu  ,#e9c0a9,Silver,LightPink,#e9c4ae,Silver,LightPink,#6a80ab,Gray,Grey,#576887,Gray,DimGrey,,,
Jupe en jean   Bleu, bleu  ,#e9c0a9,Silver,LightPink,#e9c4ae,Silver,LightPink,#6a80ab,Gray,Grey,#576887,Gray,DimGrey,,,
Jupe à rayures Bleu marine, bleu marine et blanc  ,#e5c4b2,Silver,LightPink,#ddb8a1,Silver,Tan,#49434e,Gray,DimGrey,#373751,Teal,MidnightBlue,,,
Jupe à rayures Bleu marine, bleu marine et blanc  ,#e5c4b2,Silver,LightPink,#ddb8a1,Silver,Tan,#49434e,Gray,DimGrey,#373751,Teal,MidnightBlue,,,
Jupe   Taupe, taupe  ,#eecab7,Silver,Pink,#eecbb6,Silver,Pink,#b49388,Gray,RosyBrown,#b18f85,Gray,RosyBrown,,,
Jupe irisée   Noir et blanc, noir et blanc  ,#e2b9a2,Silver,Tan,#e7c9b5,Silver,LightPink,#c1b0a2,Silver,DarkGrey,#918e8e,Gray,Grey,,,
